Reader   1 Treatment   1
,FPF,TPF,OBS,THEOR
,1.0000,,1.0000
,0.9200,,0.9700
,0.3500,,0.9100
,0.0600,,0.8200
,0.0200,,0.7100
,0.0100,,0.4300
,1.0000,,,1.0000
,0.9013,,,0.9905
,0.3541,,,0.9146
,0.0795,,,0.7909
,0.0226,,,0.6875
,0.0007,,,0.4405
,0.0000,0.0004
,0.0000,0.0077
,0.0000,0.0164
,0.0000,0.0237
,0.0000,0.0321
,0.0000,0.0396
,0.0000,0.0482
,0.0000,0.0545
,0.0000,0.0633
,0.0000,0.0709
,0.0000,0.0790
,0.0000,0.0876
,0.0000,0.0945
,0.0000,0.1029
,0.0000,0.1103
,0.0000,0.1194
,0.0000,0.1275
,0.0000,0.1345
,0.0000,0.1431
,0.0000,0.1504
,0.0000,0.1595
,0.0000,0.1672
,0.0000,0.1751
,0.0000,0.1831
,0.0000,0.1913
,0.0000,0.1996
,0.0000,0.2080
,0.0000,0.2166
,0.0000,0.2253
,0.0000,0.2323
,0.0000,0.2411
,0.0000,0.2501
,0.0000,0.2573
,0.0000,0.2664
,0.0000,0.2756
,0.0000,0.2829
,0.0000,0.2922
,0.0001,0.3006
,0.0001,0.3099
,0.0001,0.3174
,0.0001,0.3268
,0.0001,0.3362
,0.0001,0.3438
,0.0002,0.3532
,0.0002,0.3626
,0.0002,0.3702
,0.0003,0.3796
,0.0003,0.3890
,0.0004,0.3983
,0.0004,0.4076
,0.0005,0.4169
,0.0006,0.4262
,0.0007,0.4354
,0.0008,0.4445
,0.0009,0.4536
,0.0010,0.4626
,0.0012,0.4733
,0.0014,0.4822
,0.0016,0.4927
,0.0018,0.5014
,0.0021,0.5117
,0.0025,0.5219
,0.0029,0.5319
,0.0033,0.5418
,0.0038,0.5516
,0.0043,0.5612
,0.0049,0.5707
,0.0057,0.5816
,0.0065,0.5907
,0.0075,0.6012
,0.0085,0.6115
,0.0097,0.6216
,0.0111,0.6314
,0.0128,0.6424
,0.0144,0.6518
,0.0164,0.6622
,0.0184,0.6711
,0.0208,0.6810
,0.0235,0.6907
,0.0264,0.7001
,0.0295,0.7091
,0.0329,0.7180
,0.0375,0.7287
,0.0414,0.7369
,0.0456,0.7449
,0.0507,0.7536
,0.0555,0.7610
,0.0619,0.7700
,0.0672,0.7770
,0.0729,0.7837
,0.0803,0.7918
,0.0866,0.7980
,0.0939,0.8047
,0.1006,0.8105
,0.1094,0.8175
,0.1167,0.8229
,0.1242,0.8281
,0.1328,0.8337
,0.1407,0.8385
,0.1488,0.8432
,0.1582,0.8482
,0.1666,0.8526
,0.1752,0.8567
,0.1851,0.8613
,0.1940,0.8652
,0.2030,0.8689
,0.2121,0.8726
,0.2213,0.8761
,0.2306,0.8794
,0.2399,0.8827
,0.2493,0.8859
,0.2588,0.8889
,0.2683,0.8919
,0.2778,0.8948
,0.2873,0.8975
,0.2969,0.9002
,0.3064,0.9028
,0.3159,0.9053
,0.3255,0.9077
,0.3350,0.9100
,0.3444,0.9123
,0.3539,0.9145
,0.3632,0.9166
,0.3726,0.9187
,0.3818,0.9207
,0.3910,0.9226
,0.4002,0.9245
,0.4092,0.9263
,0.4182,0.9280
,0.4271,0.9297
,0.4359,0.9314
,0.4447,0.9330
,0.4533,0.9345
,0.4629,0.9362
,0.4713,0.9376
,0.4807,0.9392
,0.4889,0.9406
,0.4991,0.9422
,0.5071,0.9435
,0.5150,0.9447
,0.5247,0.9462
,0.5324,0.9474
,0.5418,0.9488
,0.5510,0.9502
,0.5583,0.9512
,0.5673,0.9525
,0.5761,0.9537
,0.5847,0.9549
,0.5931,0.9561
,0.6014,0.9572
,0.6096,0.9582
,0.6175,0.9593
,0.6269,0.9605
,0.6345,0.9615
,0.6435,0.9626
,0.6508,0.9635
,0.6593,0.9646
,0.6677,0.9656
,0.6758,0.9666
,0.6838,0.9675
,0.6915,0.9684
,0.7003,0.9694
,0.7076,0.9703
,0.7160,0.9712
,0.7241,0.9721
,0.7330,0.9731
,0.7406,0.9740
,0.7490,0.9749
,0.7571,0.9758
,0.7650,0.9766
,0.7726,0.9775
,0.7799,0.9782
,0.7888,0.9792
,0.7955,0.9799
,0.8037,0.9807
,0.8116,0.9816
,0.8191,0.9823
,0.8278,0.9832
,0.8360,0.9841
,0.8439,0.9848
,0.8513,0.9856
,0.8584,0.9863
,0.8674,0.9872
,0.8747,0.9879
,0.8826,0.9887
,0.8901,0.9894
,0.8987,0.9903
,0.9051,0.9909
,0.9141,0.9918
,0.9222,0.9925
,0.9295,0.9933
,0.9372,0.9940
,0.9451,0.9948
,0.9528,0.9955
,0.9602,0.9962
,0.9689,0.9970
,0.9767,0.9978
,0.9840,0.9985
,0.9920,0.9992
,0.9995,1.0000
Reader   2 Treatment   1
,FPF,TPF,OBS,THEOR
,1.0000,,1.0000
,0.8100,,0.9200
,0.1000,,0.8000
,0.0100,,0.6900
,0.0000,,0.5500
,1.0000,,,1.0000
,0.7714,,,0.9636
,0.1080,,,0.8006
,0.0111,,,0.6898
,0.0001,,,0.5493
,0.0000,0.0000
,0.0000,0.0075
,0.0000,0.0155
,0.0000,0.0232
,0.0000,0.0319
,0.0000,0.0392
,0.0000,0.0475
,0.0000,0.0549
,0.0000,0.0629
,0.0000,0.0716
,0.0000,0.0785
,0.0000,0.0870
,0.0000,0.0947
,0.0000,0.1027
,0.0000,0.1110
,0.0000,0.1196
,0.0000,0.1270
,0.0000,0.1346
,0.0000,0.1424
,0.0000,0.1504
,0.0000,0.1585
,0.0000,0.1668
,0.0000,0.1752
,0.0000,0.1838
,0.0000,0.1925
,0.0000,0.1996
,0.0000,0.2085
,0.0000,0.2157
,0.0000,0.2248
,0.0000,0.2330
,0.0000,0.2413
,0.0000,0.2497
,0.0000,0.2581
,0.0000,0.2666
,0.0000,0.2751
,0.0000,0.2827
,0.0000,0.2922
,0.0000,0.3007
,0.0000,0.3093
,0.0000,0.3179
,0.0000,0.3274
,0.0000,0.3351
,0.0000,0.3446
,0.0000,0.3531
,0.0000,0.3626
,0.0000,0.3702
,0.0000,0.3796
,0.0000,0.3890
,0.0000,0.3983
,0.0000,0.4076
,0.0000,0.4168
,0.0000,0.4260
,0.0000,0.4350
,0.0000,0.4441
,0.0000,0.4548
,0.0000,0.4637
,0.0000,0.4742
,0.0000,0.4829
,0.0000,0.4932
,0.0000,0.5034
,0.0000,0.5135
