T,R,returnCode,area,numCAT,adjPMean,c,d_a,
 1,   1,   0,     0.9077153668,   6,     0.9077153668,    -0.5899033477,     1.4250055602
 1,   2,   6,     0.8382058457,   5,     0.8382058457,    -0.5876006383,     0.0000052296
 1,   3,   0,     0.8229347470,   6,     0.8229347470,    -0.1962395557,     1.3062627544
 1,   4,   0,     0.9168843798,   6,     0.9168843798,     0.3239743570,     1.9414114293
 2,   1,   6,     0.8829158956,   6,     0.8829158956,    -0.6863158827,     0.0000090758
 2,   2,   0,     0.8674892226,   6,     0.8674892226,    -0.5468971039,     1.0578465942
 2,   3,   6,     0.8464540141,   6,     0.8464540141,    -0.6051649771,     0.0001809599
 2,   4,   0,     0.9078819822,   5,     0.9078819822,     0.0714311402,     1.8778276544
 3,   1,   6,     0.8534489578,   6,     0.8534489578,    -0.6202776551,     0.0000315557
 3,   2,   6,     0.8507617427,   5,     0.8507617427,    -0.6144477832,     0.0000064639
 3,   3,   0,     0.7687199648,   6,     0.7687199648,    -0.2333312481,     0.9975534984
 3,   4,   0,     0.8846339149,   5,     0.8846339149,    -0.0996409869,     1.6948995258
 4,   1,   0,     0.9105512608,   6,     0.9105512608,    -0.2545291605,     1.8981669384
 4,   2,   6,     0.8784617012,   5,     0.8784617012,    -0.6760726474,     0.0000076279
 4,   3,   0,     0.8109380908,   6,     0.8109380908,    -0.3539398243,     1.0897377750
 4,   4,   0,     0.9130070094,   6,     0.9130070094,    -0.0292505081,     1.9226332581
 5,   1,   6,     0.8583365205,   5,     0.8583365205,    -0.6309599265,     0.0000050676
 5,   2,   0,     0.8012453045,   6,     0.8012453045,    -0.4516514800,     0.6919740206
 5,   3,   0,     0.7865075667,   6,     0.7865075667,    -0.3720677699,     0.8592203939
 5,   4,   0,     0.8830272749,   5,     0.8830272749,     0.0273228488,     1.6832773969
