 R,T,C,P,IC,RC,CC
   1,   1,   1,     1.3452723278,   1,   1,   1
   1,   1,   2,     1.3452723278,   1,   1,   1
   1,   1,   3,     1.3452723278,   1,   1,   1
   1,   1,   4,     1.3452723278,   1,   1,   1
   1,   1,   5,    -1.4883488498,   4,   4,   4
   1,   1,   6,    -2.6957513078,   3,   3,   3
   1,   1,   7,     1.3452723278,   1,   1,   1
   1,   1,   8,    -2.6957513078,   3,   3,   3
   1,   1,   9,     1.3452723278,   1,   1,   1
   1,   1,  10,     1.3452723278,   1,   1,   1
   1,   1,  11,     1.3452723278,   1,   1,   1
   1,   1,  12,     1.3452723278,   1,   1,   1
   1,   1,  13,     1.3452723278,   1,   1,   1
   1,   1,  14,     1.3452723278,   1,   1,   1
   1,   1,  15,     1.3452723278,   1,   1,   1
   1,   1,  16,     3.1453358602,   5,   5,   5
   1,   1,  17,     1.3452723278,   1,   1,   1
   1,   1,  18,     1.3452723278,   1,   1,   1
   1,   1,  19,     1.3452723278,   1,   1,   1
   1,   1,  20,     1.3452723278,   1,   1,   1
   1,   1,  21,    -2.6176453509,   2,   2,   2
   1,   1,  22,    -1.4883488498,   4,   4,   4
   1,   1,  23,    -2.6957513078,   3,   3,   3
   1,   1,  24,     1.3452723278,   1,   1,   1
   1,   1,  25,     1.3452723278,   1,   1,   1
   1,   1,  26,     1.3452723278,   1,   1,   1
   1,   1,  27,     1.3452723278,   1,   1,   1
   1,   1,  28,     1.3452723278,   1,   1,   1
   1,   1,  29,     1.3452723278,   1,   1,   1
   1,   1,  30,     1.3452723278,   1,   1,   1
   1,   1,  31,     1.3452723278,   1,   1,   1
   1,   1,  32,     1.3452723278,   1,   1,   1
   1,   1,  33,     1.3452723278,   1,   1,   1
   1,   1,  34,    -2.6176453509,   2,   2,   2
   1,   1,  35,    -2.6957513078,   3,   3,   3
   1,   1,  36,     1.3452723278,   1,   1,   1
   1,   1,  37,     1.3452723278,   1,   1,   1
   1,   1,  38,     1.3452723278,   1,   1,   1
   1,   1,  39,     1.3452723278,   1,   1,   1
   1,   1,  40,     1.3452723278,   1,   1,   1
   1,   1,  41,     1.3452723278,   1,   1,   1
   1,   1,  42,    -2.6176453509,   2,   2,   2
   1,   1,  43,    -1.4883488498,   4,   4,   4
   1,   1,  44,     1.3452723278,   1,   1,   1
   1,   1,  45,     1.3452723278,   1,   1,   1
   1,   1,  46,     1.3452723278,   1,   1,   1
   1,   1,  47,     1.3452723278,   1,   1,   1
   1,   1,  48,     1.3452723278,   1,   1,   1
   1,   1,  49,     1.3452723278,   1,   1,   1
   1,   1,  50,     1.3452723278,   1,   1,   1
   1,   1,  51,    -1.4883488498,   4,   4,   4
   1,   1,  52,     1.3452723278,   1,   1,   1
   1,   1,  53,     1.7597707124,   3,   3,   3
   1,   1,  54,     1.3631988374,   4,   4,   4
   1,   1,  55,     1.7970041028,   2,   2,   2
   1,   1,  56,     1.7597707124,   3,   3,   3
   1,   1,  57,     1.7597707124,   3,   3,   3
   1,   1,  58,     0.1254482696,   1,   1,   1
   1,   1,  59,     0.1254482696,   1,   1,   1
   1,   1,  60,     1.3631988374,   4,   4,   4
   1,   1,  61,     0.1254482696,   1,   1,   1
   1,   1,  62,     0.4456278566,   5,   5,   5
   1,   1,  63,     1.7597707124,   3,   3,   3
   1,   1,  64,     1.3631988374,   4,   4,   4
   1,   1,  65,     0.1254482696,   1,   1,   1
   1,   1,  66,     0.1254482696,   1,   1,   1
   1,   1,  67,     0.1254482696,   1,   1,   1
   1,   1,  68,     1.7597707124,   3,   3,   3
   1,   1,  69,     0.1254482696,   1,   1,   1
   1,   1,  70,     0.1254482696,   1,   1,   1
   1,   1,  71,     1.7597707124,   3,   3,   3
   1,   1,  72,     0.1254482696,   1,   1,   1
   1,   1,  73,     0.1254482696,   1,   1,   1
   1,   1,  74,     1.7597707124,   3,   3,   3
   1,   1,  75,     0.1254482696,   1,   1,   1
   1,   1,  76,     0.1254482696,   1,   1,   1
   1,   1,  77,     0.1254482696,   1,   1,   1
   1,   1,  78,     0.1254482696,   1,   1,   1
   1,   1,  79,     1.7597707124,   3,   3,   3
   1,   1,  80,     0.1254482696,   1,   1,   1
   1,   1,  81,     0.1254482696,   1,   1,   1
   1,   1,  82,     0.1254482696,   1,   1,   1
   1,   1,  83,     0.1254482696,   1,   1,   1
   1,   1,  84,     1.7970041028,   2,   2,   2
   1,   1,  85,     0.1254482696,   1,   1,   1
   1,   1,  86,     0.4456278566,   5,   5,   5
   1,   1,  87,     0.4456278566,   5,   5,   5
   1,   1,  88,     0.1254482696,   1,   1,   1
   1,   1,  89,     0.1254482696,   1,   1,   1
   1,   1,  90,     0.1254482696,   1,   1,   1
   1,   1,  91,     1.3631988374,   4,   4,   4
   1,   1,  92,     0.1254482696,   1,   1,   1
   1,   1,  93,     0.1254482696,   1,   1,   1
   1,   1,  94,     0.1254482696,   1,   1,   1
   1,   1,  95,     1.3631988374,   4,   4,   4
   1,   1,  96,     0.1254482696,   1,   1,   1
   1,   1,  97,     0.1254482696,   1,   1,   1
   1,   1,  98,     0.1254482696,   1,   1,   1
   1,   1,  99,     0.1254482696,   1,   1,   1
   1,   1, 100,     1.3631988374,   4,   4,   4
   1,   1, 101,     0.1254482696,   1,   1,   1
   1,   1, 102,     0.1254482696,   1,   1,   1
   1,   1, 103,     1.3631988374,   4,   4,   4
   1,   1, 104,     1.3631988374,   4,   4,   4
   1,   1, 105,     1.3631988374,   4,   4,   4
   1,   1, 106,     0.1254482696,   1,   1,   1
   1,   1, 107,     1.7597707124,   3,   3,   3
   1,   1, 108,     0.1254482696,   1,   1,   1
   1,   1, 109,     0.1254482696,   1,   1,   1
   1,   1, 110,     0.1254482696,   1,   1,   1
   1,   1, 111,     0.1254482696,   1,   1,   1
   1,   1, 112,     1.7597707124,   3,   3,   3
   1,   1, 113,     1.3631988374,   4,   4,   4
   1,   1, 114,     0.1254482696,   1,   1,   1
   1,   1, 115,     0.1254482696,   1,   1,   1
   1,   1, 116,     0.1254482696,   1,   1,   1
   1,   1, 117,     0.1254482696,   1,   1,   1
   1,   1, 118,     1.7597707124,   3,   3,   3
   1,   1, 119,     0.1254482696,   1,   1,   1
   1,   1, 120,     0.1254482696,   1,   1,   1
   1,   1, 121,     0.1254482696,   1,   1,   1
