 R,T,C,P,IC,RC,CC
   1,   1,   1,     1.1128809325,   1,   1,   1
   1,   1,   2,     1.1128809325,   1,   1,   1
   1,   1,   3,    -1.8296950919,   4,   4,   4
   1,   1,   4,    -2.1247043483,   3,   3,   3
   1,   1,   5,     1.1128809325,   1,   1,   1
   1,   1,   6,    -2.1247043483,   3,   3,   3
   1,   1,   7,     1.1128809325,   1,   1,   1
   1,   1,   8,     1.1128809325,   1,   1,   1
   1,   1,   9,     1.1128809325,   1,   1,   1
   1,   1,  10,     1.1128809325,   1,   1,   1
   1,   1,  11,     1.1128809325,   1,   1,   1
   1,   1,  12,     1.1128809325,   1,   1,   1
   1,   1,  13,     1.1128809325,   1,   1,   1
   1,   1,  14,     1.1128809325,   1,   1,   1
   1,   1,  15,    -2.1134519931,   2,   2,   2
   1,   1,  16,    -2.1247043483,   3,   3,   3
   1,   1,  17,     1.1128809325,   1,   1,   1
   1,   1,  18,     1.1128809325,   1,   1,   1
   1,   1,  19,     1.1128809325,   1,   1,   1
   1,   1,  20,     1.1128809325,   1,   1,   1
   1,   1,  21,     1.1128809325,   1,   1,   1
   1,   1,  22,     1.1128809325,   1,   1,   1
   1,   1,  23,     1.1128809325,   1,   1,   1
   1,   1,  24,     1.1128809325,   1,   1,   1
   1,   1,  25,     1.1128809325,   1,   1,   1
   1,   1,  26,     1.1128809325,   1,   1,   1
   1,   1,  27,    -2.1134519931,   2,   2,   2
   1,   1,  28,     1.1128809325,   1,   1,   1
   1,   1,  29,     1.1128809325,   1,   1,   1
   1,   1,  30,     1.1128809325,   1,   1,   1
   1,   1,  31,     1.1128809325,   1,   1,   1
   1,   1,  32,     1.1128809325,   1,   1,   1
   1,   1,  33,     1.1128809325,   1,   1,   1
   1,   1,  34,    -2.1134519931,   2,   2,   2
   1,   1,  35,    -1.8296950919,   4,   4,   4
   1,   1,  36,     1.1128809325,   1,   1,   1
   1,   1,  37,     1.1128809325,   1,   1,   1
   1,   1,  38,     1.1128809325,   1,   1,   1
   1,   1,  39,     1.1128809325,   1,   1,   1
   1,   1,  40,     1.1128809325,   1,   1,   1
   1,   1,  41,     1.1128809325,   1,   1,   1
   1,   1,  42,    -1.8296950919,   4,   4,   4
   1,   1,  43,     1.1128809325,   1,   1,   1
   1,   1,  44,     0.9100110373,   3,   3,   3
   1,   1,  45,     1.2348867595,   4,   4,   4
   1,   1,  46,     0.7703980370,   2,   2,   2
   1,   1,  47,     0.5116442539,   1,   1,   1
   1,   1,  48,     0.9100110373,   3,   3,   3
   1,   1,  49,     0.5116442539,   1,   1,   1
   1,   1,  50,     0.9100110373,   3,   3,   3
   1,   1,  51,     0.5116442539,   1,   1,   1
   1,   1,  52,     0.5116442539,   1,   1,   1
   1,   1,  53,     0.8582524684,   5,   5,   5
   1,   1,  54,     0.5116442539,   1,   1,   1
   1,   1,  55,     0.8582524684,   5,   5,   5
   1,   1,  56,     0.9100110373,   3,   3,   3
   1,   1,  57,     1.2348867595,   4,   4,   4
   1,   1,  58,     1.2348867595,   4,   4,   4
   1,   1,  59,     0.5116442539,   1,   1,   1
   1,   1,  60,     0.8582524684,   5,   5,   5
   1,   1,  61,     0.9100110373,   3,   3,   3
   1,   1,  62,     0.5116442539,   1,   1,   1
   1,   1,  63,     0.5116442539,   1,   1,   1
   1,   1,  64,     0.9100110373,   3,   3,   3
   1,   1,  65,     0.5116442539,   1,   1,   1
   1,   1,  66,     0.5116442539,   1,   1,   1
   1,   1,  67,     0.9100110373,   3,   3,   3
   1,   1,  68,     0.5116442539,   1,   1,   1
   1,   1,  69,     0.5116442539,   1,   1,   1
   1,   1,  70,     0.8582524684,   5,   5,   5
   1,   1,  71,     0.5116442539,   1,   1,   1
   1,   1,  72,     0.9100110373,   3,   3,   3
   1,   1,  73,     0.5116442539,   1,   1,   1
   1,   1,  74,     1.2348867595,   4,   4,   4
   1,   1,  75,     0.5116442539,   1,   1,   1
   1,   1,  76,     0.5116442539,   1,   1,   1
   1,   1,  77,     0.7703980370,   2,   2,   2
   1,   1,  78,     0.9100110373,   3,   3,   3
   1,   1,  79,     0.8582524684,   5,   5,   5
   1,   1,  80,     0.8582524684,   5,   5,   5
   1,   1,  81,     0.5116442539,   1,   1,   1
   1,   1,  82,     1.2348867595,   4,   4,   4
   1,   1,  83,     0.8582524684,   5,   5,   5
   1,   1,  84,     1.2348867595,   4,   4,   4
   1,   1,  85,     0.5116442539,   1,   1,   1
   1,   1,  86,     0.9100110373,   3,   3,   3
   1,   1,  87,     1.2348867595,   4,   4,   4
   1,   1,  88,     1.2348867595,   4,   4,   4
   1,   1,  89,     0.5116442539,   1,   1,   1
   1,   1,  90,     0.5116442539,   1,   1,   1
   1,   1,  91,     0.5116442539,   1,   1,   1
   1,   1,  92,     0.5116442539,   1,   1,   1
   1,   1,  93,     1.2348867595,   4,   4,   4
   1,   1,  94,     0.5116442539,   1,   1,   1
   1,   1,  95,     0.5116442539,   1,   1,   1
   1,   1,  96,     0.5116442539,   1,   1,   1
   1,   1,  97,     1.2348867595,   4,   4,   4
   1,   1,  98,     1.2348867595,   4,   4,   4
   1,   1,  99,     1.2348867595,   4,   4,   4
   1,   1, 100,     0.5116442539,   1,   1,   1
   1,   1, 101,     0.9100110373,   3,   3,   3
   1,   1, 102,     0.5116442539,   1,   1,   1
