Reader   1 Treatment   1
,FPF,TPF,OBS,THEOR
,1.0000,,1.0000
,0.3188,,0.9111
,0.1884,,0.8889
,0.0435,,0.8444
,0.0145,,0.6222
,1.0000,,,1.0000
,0.3173,,,0.9165
,0.1878,,,0.8936
,0.0501,,,0.8263
,0.0055,,,0.6320
,0.0000,0.0292
,0.0000,0.0326
,0.0000,0.0364
,0.0000,0.0404
,0.0000,0.0449
,0.0000,0.0497
,0.0000,0.0549
,0.0000,0.0605
,0.0000,0.0665
,0.0000,0.0730
,0.0000,0.0800
,0.0000,0.0874
,0.0000,0.0954
,0.0000,0.1038
,0.0000,0.1128
,0.0000,0.1223
,0.0000,0.1323
,0.0000,0.1429
,0.0000,0.1540
,0.0000,0.1656
,0.0000,0.1777
,0.0000,0.1904
,0.0001,0.2036
,0.0001,0.2172
,0.0001,0.2314
,0.0001,0.2460
,0.0001,0.2610
,0.0002,0.2765
,0.0002,0.2923
,0.0002,0.3085
,0.0003,0.3250
,0.0003,0.3418
,0.0004,0.3588
,0.0005,0.3761
,0.0006,0.3935
,0.0007,0.4110
,0.0008,0.4286
,0.0010,0.4462
,0.0011,0.4638
,0.0013,0.4814
,0.0016,0.4989
,0.0019,0.5162
,0.0022,0.5334
,0.0026,0.5503
,0.0030,0.5670
,0.0035,0.5834
,0.0040,0.5995
,0.0047,0.6152
,0.0054,0.6305
,0.0062,0.6454
,0.0071,0.6599
,0.0082,0.6739
,0.0094,0.6875
,0.0107,0.7006
,0.0122,0.7131
,0.0139,0.7252
,0.0158,0.7368
,0.0179,0.7478
,0.0202,0.7584
,0.0228,0.7684
,0.0256,0.7780
,0.0287,0.7871
,0.0322,0.7956
,0.0359,0.8038
,0.0401,0.8115
,0.0446,0.8187
,0.0495,0.8256
,0.0548,0.8320
,0.0606,0.8381
,0.0668,0.8438
,0.0735,0.8492
,0.0808,0.8543
,0.0885,0.8591
,0.0968,0.8636
,0.1056,0.8679
,0.1151,0.8720
,0.1251,0.8758
,0.1357,0.8795
,0.1469,0.8830
