Reader   1 Treatment   1
,FPF,TPF,OBS,THEOR
,1.0000,,1.0000
,0.5917,,0.8875
,0.3917,,0.7625
,0.1250,,0.6500
,0.0500,,0.5500
,1.0000,,,1.0000
,0.6008,,,0.8729
,0.3765,,,0.7869
,0.1308,,,0.6441
,0.0502,,,0.5495
,0.0000,0.0000
,0.0000,0.0075
,0.0000,0.0155
,0.0000,0.0232
,0.0000,0.0319
,0.0000,0.0392
,0.0000,0.0475
,0.0000,0.0549
,0.0000,0.0629
,0.0000,0.0716
,0.0000,0.0785
,0.0000,0.0870
,0.0000,0.0947
,0.0000,0.1027
,0.0000,0.1110
,0.0000,0.1196
,0.0000,0.1270
,0.0000,0.1346
,0.0000,0.1424
,0.0000,0.1504
,0.0000,0.1585
,0.0000,0.1668
,0.0000,0.1752
,0.0000,0.1838
,0.0000,0.1925
,0.0000,0.1996
,0.0000,0.2085
,0.0001,0.2157
,0.0001,0.2248
,0.0001,0.2330
,0.0001,0.2413
,0.0002,0.2497
,0.0002,0.2581
,0.0003,0.2656
,0.0004,0.2751
,0.0004,0.2827
,0.0006,0.2922
,0.0007,0.2998
,0.0009,0.3093
,0.0011,0.3169
,0.0013,0.3265
,0.0016,0.3341
,0.0019,0.3436
,0.0023,0.3522
,0.0028,0.3617
,0.0033,0.3692
,0.0040,0.3786
,0.0047,0.3880
,0.0054,0.3955
,0.0064,0.4048
,0.0075,0.4140
,0.0085,0.4213
,0.0099,0.4305
,0.0115,0.4395
,0.0132,0.4485
,0.0151,0.4574
,0.0167,0.4645
,0.0190,0.4733
,0.0214,0.4819
,0.0241,0.4905
,0.0270,0.4990
,0.0302,0.5075
,0.0332,0.5150
,0.0368,0.5232
,0.0406,0.5313
,0.0438,0.5378
,0.0481,0.5458
,0.0527,0.5536
,0.0575,0.5614
,0.0615,0.5675
,0.0667,0.5751
,0.0722,0.5826
,0.0774,0.5893
,0.0833,0.5965
,0.0883,0.6023
,0.0947,0.6094
,0.0999,0.6150
,0.1067,0.6219
,0.1123,0.6274
,0.1195,0.6341
,0.1254,0.6394
,0.1322,0.6453
,0.1383,0.6505
,0.1462,0.6569
,0.1526,0.6619
,0.1591,0.6669
,0.1666,0.6724
,0.1733,0.6772
,0.1810,0.6826
,0.1879,0.6873
,0.1949,0.6919
,0.2019,0.6965
,0.2100,0.7016
,0.2172,0.7060
,0.2245,0.7104
,0.2318,0.7147
,0.2392,0.7190
,0.2466,0.7232
,0.2550,0.7279
,0.2625,0.7319
,0.2700,0.7360
,0.2776,0.7399
,0.2851,0.7439
,0.2927,0.7477
,0.3003,0.7515
,0.3080,0.7553
,0.3156,0.7590
,0.3232,0.7627
,0.3308,0.7663
,0.3384,0.7698
,0.3460,0.7733
,0.3536,0.7767
,0.3612,0.7801
,0.3687,0.7835
,0.3763,0.7868
,0.3838,0.7900
,0.3913,0.7933
,0.3987,0.7964
,0.4061,0.7995
,0.4135,0.8026
,0.4208,0.8056
,0.4281,0.8086
,0.4354,0.8115
,0.4426,0.8144
,0.4497,0.8173
,0.4577,0.8204
,0.4648,0.8232
,0.4718,0.8259
,0.4805,0.8292
,0.4874,0.8319
,0.4942,0.8345
,0.5018,0.8373
,0.5085,0.8398
,0.5169,0.8429
,0.5234,0.8453
,0.5316,0.8483
,0.5380,0.8507
,0.5460,0.8536
,0.5523,0.8558
,0.5601,0.8586
,0.5677,0.8613
,0.5738,0.8635
,0.5813,0.8661
,0.5887,0.8687
,0.5960,0.8713
,0.6032,0.8738
,0.6103,0.8762
,0.6173,0.8786
,0.6242,0.8809
,0.6323,0.8837
,0.6390,0.8860
,0.6469,0.8886
,0.6533,0.8908
,0.6609,0.8933
,0.6684,0.8958
,0.6745,0.8978
,0.6817,0.9002
,0.6888,0.9026
,0.6969,0.9052
,0.7036,0.9074
,0.7103,0.9096
,0.7178,0.9120
,0.7252,0.9144
,0.7325,0.9168
,0.7395,0.9190
,0.7464,0.9212
,0.7540,0.9237
,0.7615,0.9261
,0.7687,0.9284
,0.7758,0.9306
,0.7826,0.9328
,0.7892,0.9349
,0.7973,0.9374
,0.8050,0.9398
,0.8110,0.9417
,0.8182,0.9440
,0.8266,0.9466
,0.8333,0.9487
,0.8410,0.9511
,0.8484,0.9534
,0.8554,0.9556
,0.8632,0.9580
,0.8706,0.9603
,0.8777,0.9625
,0.8852,0.9648
,0.8924,0.9670
,0.9007,0.9696
,0.9077,0.9717
,0.9149,0.9739
,0.9228,0.9764
,0.9300,0.9786
,0.9377,0.9809
,0.9455,0.9833
,0.9540,0.9859
,0.9612,0.9881
,0.9684,0.9903
,0.9763,0.9928
,0.9837,0.9950
,0.9919,0.9975
,0.9995,0.9998
Reader   2 Treatment   1
,FPF,TPF,OBS,THEOR
,1.0000,,1.0000
,0.2250,,0.8000
,0.1667,,0.7125
,0.0917,,0.6250
,0.0250,,0.3375
,1.0000,,,1.0000
,0.2250,,,0.7997
,0.1598,,,0.7244
